"","logFC","logCPM","LR","PValue"
"2410066E13Rik",0.189793686278285,2.29329266736611,0.438734115799795,0.507734077372687
"Dhx58",1.58566370219362,1.49638571280047,12.0018290256627,0.000531483641262229
"Drp2",0.441054303897065,2.07083638271125,1.9115276304036,0.166793665709423
"Efna3",-0.0423880775271267,2.63347399978669,0.019607964498455,0.888637518508579
"Fabp4",0.075089546698051,3.08366684508186,0.0355360318086948,0.850476852836581
"Fmnl1",0.112089080564556,2.81474288291262,0.110316309101908,0.739784309415775
"Gngt2",-0.165430011951193,1.83789614213003,0.237997769683388,0.625655985673505
"Gsta4",0.21158001765471,1.97856332082619,0.465885912348718,0.4948859548029
"Lmln",-0.241605368810247,2.32563845679072,0.965303078760237,0.325854377642566
"Pou3f3",0.493666067690985,1.95913184291289,2.00167682029668,0.157125301247067
"Setd4",0.224017986662487,1.93003067965179,0.48668383140765,0.485410312282875
"Slitrk6",0.16080875717187,2.15513488334947,0.109513467874663,0.740698726929412
"Tusc1",-0.285178299236318,1.96610541196821,0.947028855941997,0.330476731268697
"Zfp575",-0.113937792019375,1.95324420714714,0.165252323090004,0.684366155274377
"Zfp931",0.516830739153277,2.14036335422495,2.87829464850285,0.0897810588664948
"1500009L16Rik",0.137743060852012,2.62419675010944,0.298322940974531,0.584935701214274
"4930511M06Rik",0.409031243007682,2.23477291687667,2.61081241454762,0.106137375880279
"9930111J21Rik1",-0.370984220036744,2.23938478997815,1.00980489252534,0.314949585256978
"Cdsn",-0.162459375122902,3.03356102087941,0.321726967054117,0.57057164474732
"Dfna5",0.000692566283713197,2.18337710419316,3.37279527151679e-06,0.998534672137715
"Efna1",0.201707484908957,2.14182373948227,0.383309391928503,0.53583740578569
"Eme1",-0.113674430948296,2.21915950139799,0.141771865162067,0.706525853997384
"Epb4.1l5",0.266851161326876,2.18451877534307,0.831467724941348,0.361848464138234
"Ptpn7",0.0463074472676273,2.71934922491695,0.0153155046328415,0.901508608074965
"Rtl1",0.45740070973268,1.88512591282199,1.68745375141344,0.193936961121244
"Sfrp4",0.0431688515387103,2.08039286175515,0.00494491732514923,0.943938879747475
"Tmem14a",0.176229335899265,2.23656100038138,0.377483543582821,0.53895308763311
"Wfikkn2",-0.199407084865414,1.86144826752882,0.413940444168143,0.51997623693047
"Zfp78",0.575561601142321,2.01059355675204,4.05046276425025,0.0441592379965571
"5430421F17Rik",0.625108291468231,1.50856782232807,2.34566897947305,0.125631618307891
"Arhgap30",0.0442543279391961,3.09156806385936,0.0125254191189299,0.910889202252139
"Cd1d2",0.326583462604863,1.89607760605662,1.01030802019366,0.314829058221021
"Cdh24",-0.238265506393335,2.55797188091075,1.00112506018107,0.317038429288167
"Cpeb3",0.00122616444368215,2.09838965429626,1.621396821605e-05,0.996787201069548
"E130201H02Rik",-0.150511812657471,1.57173745604939,0.152106948414634,0.696529959780731
"Fam124a",-0.0768217358375036,2.34531579381541,0.0738509087129877,0.785810226125062
"Gm9897",0.223709588106905,1.89401918518874,0.640409893016282,0.423562407949877
"Gpr146",-0.163372722917012,2.28511146920458,0.288129043524894,0.591421985207474
"Lamp3",-0.150741799787709,2.2171543644526,0.301226025910625,0.583114831637436
"Lrfn1",-0.11005785822606,1.67444904169574,0.0899862598609653,0.764194624087545
"Mtus2",0.32334194283506,2.77741270404149,0.873174128409625,0.350078071977302
"Optc",-0.0552296223646642,3.08802020447559,0.0458663746265957,0.83041888507055
"Palb2",0.389308294636005,2.48048347771161,2.11419219184995,0.145939042332425
"Rad54b",-0.0441887930141287,2.11594257630125,0.0212310448090038,0.884151300097622
